0.08117949952423442 0.08275430739975087 {(4.765743692636906,7.150416523379433,17.08905375385728),(4.723179957261389,7.04068992196793,17.20089670600709)} {(4.765743692636906,7.150416523379433,17.08905375385728),(4.7119070615301855,7.067956844334318,17.057117128407786),(4.723179957261389,7.04068992196793,17.20089670600709)}
0.08145003652932026 0.08294558405989833 {(4.53767733369485,6.715326571948477,17.224117583619055),(4.501728088185271,6.614208573036815,17.34667057560988)} {(4.53767733369485,6.715326571948477,17.224117583619055),(4.486666992896006,6.636429992381861,17.198762273202444),(4.501728088185271,6.614208573036815,17.34667057560988)}
0.08148614599466648 0.08304897301040687 {(5.014811586661535,7.612489333903422,16.995516987219613),(4.965422739238383,7.493733121652282,17.095605307008842)} {(5.014811586661535,7.612489333903422,16.995516987219613),(4.958080956821725,7.526528880890509,16.956375209309453),(4.965422739238383,7.493733121652282,17.095605307008842)}
0.08221082548991915 0.08354720988806373 {(4.3300191505661685,6.3064782004289786,17.39710326650219),(4.300498664652596,6.213498393052328,17.529458000616852)} {(4.3300191505661685,6.3064782004289786,17.39710326650219),(4.281757377953005,6.2311389992554815,17.377764620262457),(4.300498664652596,6.213498393052328,17.529458000616852)}
0.08245684842669479 0.08391043667140541 {(5.285472340291342,8.101936140536642,16.94755602651666),(5.229031189501247,7.97380554921496,17.034696576634833)} {(5.285472340291342,8.101936140536642,16.94755602651666),(5.2257963777010605,8.01262308823476,16.900526456110292),(5.229031189501247,7.97380554921496,17.034696576634833)}
0.08338034374102586 0.08449404638319062 {(4.1422052942037135,5.922874857169829,17.604823856147437),(4.118959385171212,5.837535014888979,17.746195232041636)} {(4.1422052942037135,5.922874857169829,17.604823856147437),(4.096609657516887,5.851034285580853,17.590994920213333),(4.118959385171212,5.837535014888979,17.746195232041636)}
0.08417142994839825 0.08541941885422336 {(5.578276746590797,8.618683534730376,16.949678779823177),(5.514549910476004,8.480943106796547,17.022519588094614)} {(5.578276746590797,8.618683534730376,16.949678779823177),(5.515628084833618,8.526272703710287,16.894023077134857),(5.514549910476004,8.480943106796547,17.022519588094614)}
0.08488606387010772 0.08573526026675572 {(3.9737272112504245,5.563342623355859,17.84447981557857),(3.9566385592294764,5.485134001463798,17.994192756873876)} {(3.9737272112504245,5.563342623355859,17.84447981557857),(3.930714981633837,5.494901428485039,17.83570862195982),(3.9566385592294764,5.485134001463798,17.994192756873876)}
0.08367743525167311 0.08689035656072806 {(2.434469117906228,2.5106653367790863,19.6055722562753),(2.4858384381745164,2.530248905132238,19.76363974017671)} {(2.434469117906228,2.5106653367790863,19.6055722562753),(2.398640509660328,2.4356685942037544,19.662850761729814),(2.4858384381745164,2.530248905132238,19.76363974017671)}
0.08536191624803924 0.08711586781495846 {(2.435556004229923,2.3362960652862275,20.075661172058016),(2.490277378250824,2.3557105042053874,20.236207980711654)} {(2.435556004229923,2.3362960652862275,20.075661172058016),(2.4036649519115563,2.2647567292176114,20.137101354681768),(2.490277378250824,2.3557105042053874,20.236207980711654)}
0.08666627741090394 0.08723646349579957 {(3.8241527107890247,5.2265938148966145,18.113625521645687),(3.81314509685197,5.155011054868585,18.271102235680612)} {(3.8241527107890247,5.2265938148966145,18.113625521645687),(3.7836445386151545,5.161422590640613,18.109511646467674),(3.81314509685197,5.155011054868585,18.271102235680612)}
0.0837044441611452 0.08724565922260075 {(2.4108221682638415,2.616322182639257,19.2053349980704),(2.4989134957280896,2.7149100292513193,19.308029157667175)} {(2.450559736885356,2.6951347367907874,19.15235821967953),(2.4108221682638415,2.616322182639257,19.2053349980704),(2.4989134957280896,2.7149100292513193,19.308029157667175)}
0.08669505202397305 0.08765279798120189 {(5.893688310439074,9.162057422187425,17.00685290513163),(5.822449094055203,9.014621246592164,17.06387637711127)} {(5.893688310439074,9.162057422187425,17.00685290513163),(5.828072548748698,9.066934137398624,16.941783920221106),(5.822449094055203,9.014621246592164,17.06387637711127)}
0.08716555301927562 0.08791083480427009 {(2.4546135341874247,2.171111849020089,20.562415483213996),(2.51305430609249,2.190422737160839,20.7255200518532)} {(2.4546135341874247,2.171111849020089,20.562415483213996),(2.4267277098058466,2.102703505004932,20.627910678216832),(2.51305430609249,2.190422737160839,20.7255200518532)}
0.08598415010597373 0.08819536299169457 {(2.4395489501442573,2.8077626331079797,18.764821328880593),(2.528848132303624,2.9107312530409133,18.869684170977123)} {(2.4832051346422124,2.890778372777807,18.7163232389693),(2.4395489501442573,2.8077626331079797,18.764821328880593),(2.528848132303624,2.9107312530409133,18.869684170977123)}
0.08867054748318465 0.08898028639039655 {(3.6931431855920502,4.911278865750855,18.410135196325946),(3.6881848532850396,4.845831321974218,18.574883179373415)} {(3.6931431855920502,4.911278865750855,18.410135196325946),(3.6550661725186275,4.849226558488886,18.410325948036235),(3.6881848532850396,4.845831321974218,18.574883179373415)}
0.08909972724750123 0.08926667859250825 {(2.492605328693692,2.014379259093742,21.06570985760332),(2.555162029464513,2.033702953757263,21.23144548924461)} {(2.492605328693692,2.014379259093742,21.06570985760332),(2.4688320391619407,1.9488112396192976,21.135183887009674),(2.555162029464513,2.033702953757263,21.23144548924461)}
0.08856389839956767 0.0897546785946616 {(2.4843293059798577,3.011178505411432,18.341679746497316),(2.575156114376201,3.118895687645367,18.449019189047718)} {(2.531951004569758,3.0988112512006643,18.297878473405476),(2.4843293059798577,3.011178505411432,18.341679746497316),(2.575156114376201,3.118895687645367,18.449019189047718)}
0.0900712128743082 0.090683774174758 {(6.232026872330068,9.730623727767473,17.124484331291015),(6.153071127482579,9.573603604538848,17.164006031804043)} {(6.232026872330068,9.730623727767473,17.124484331291015),(6.163493130440146,9.633330572927655,17.049178090006702),(6.153071127482579,9.573603604538848,17.164006031804043)}
0.09085925203918532 0.09096575460538982 {(3.580467689228623,4.616028909091966,18.73216965776138),(3.581573970054099,4.556250125802706,18.903770613282237)} {(3.580467689228623,4.616028909091966,18.73216965776138),(3.544757970545258,4.556929794353843,18.73635615336239),(3.581573970054099,4.556250125802706,18.903770613282237)}
0.09145743771605329 0.09193986514092614 {(2.5448378949185884,3.2278869249347015,17.936396672988586),(2.6375164629787333,3.3407162850264487,18.046569583352028)} {(2.5965081103343732,3.3205746735309787,17.8975565892559),(2.5448378949185884,3.2278869249347015,17.936396672988586),(2.6375164629787333,3.3407162850264487,18.046569583352028)}
0.09320262053539462 0.09320686801702226 {(3.486014400668754,4.3394912626886395,19.078144773276176),(3.493249686642196,4.284947245174413,19.25624450569863)} {(3.486014400668754,4.3394912626886395,19.078144773276176),(3.452619331770004,4.283170688037113,19.08605808149683),(3.493249686642196,4.284947245174413,19.25624450569863)}
0.0943164671060778 0.09458738373364275 {(6.593401309194289,10.322005915684695,17.308364901766353),(6.506566770846195,10.155767866939705,17.328540579420874)} {(6.593401309194289,10.322005915684695,17.308364901766353),(6.522054444634288,10.223271863345097,17.221979237777056),(6.506566770846195,10.155767866939705,17.328540579420874)}
0.09467935778178777 0.09476771744700875 {(2.6209114012822954,3.4593215367730483,17.549591235133974),(2.715769426688078,3.577622611857992,17.663008754987608)} {(2.676747996312851,3.5575241755579623,17.516028945843033),(2.6209114012822954,3.4593215367730483,17.549591235133974),(2.715769426688078,3.577622611857992,17.663008754987608)}
0.09941739794779504 0.09945093379400492 {(6.977630229519436,10.932681508465153,17.564578464948355),(6.882819789568966,10.757910456407146,17.56342265450689)} {(6.977630229519436,10.932681508465153,17.564578464948355),(6.903644740232997,10.833452398136915,17.466280049209466),(6.882819789568966,10.757910456407146,17.56342265450689)}
0.11662679873621722 0.12017279187222846 {(6.387877526951694,9.742228037274414,18.463072706096874),(6.267671610147302,9.542604126995695,18.47346851025441)} {(6.387877526951694,9.742228037274414,18.463072706096874),(6.437688717666376,9.630730910229536,18.37146681487466),(6.267671610147302,9.542604126995695,18.47346851025441)}
0.1145189935579837 0.12176186321878445 {(6.128641124176125,9.116204637290727,18.271077895149094),(5.948838377055303,9.051185444041934,18.39718053659334)} {(6.061230764956124,9.240244780707357,18.363277188860874),(6.128641124176125,9.116204637290727,18.271077895149094),(5.948838377055303,9.051185444041934,18.39718053659334)}
0.11527315219226703 0.12213466945484672 {(-7.625460084972526,-8.635437751931452,24.473605198895367),(-7.662632527444014,-8.80264449810821,24.31929475848691)} {(-7.625460084972526,-8.635437751931452,24.473605198895367),(-7.730417734055245,-8.818384506737768,24.49079974203088),(-7.662632527444014,-8.80264449810821,24.31929475848691)}
0.11706410522838404 0.12220609771038743 {(-7.528651213564747,-8.453769814087995,24.47888474045119),(-7.552757393920589,-8.609028510345013,24.305305800954166)} {(-7.528651213564747,-8.453769814087995,24.47888474045119),(-7.625460084972526,-8.635437751931452,24.473605198895367),(-7.552757393920589,-8.609028510345013,24.305305800954166)}
0.11403118306390188 0.12263495489647305 {(-7.730417734055245,-8.818384506737768,24.49079974203088),(-7.780501701683742,-8.996512378377174,24.357478699522147)} {(-7.730417734055245,-8.818384506737768,24.49079974203088),(-7.84279814528907,-9.001096136558507,24.530965826656686),(-7.780501701683742,-8.996512378377174,24.357478699522147)}
0.11929454567906467 0.1228425106903071 {(-7.440640627230938,-8.274772350868231,24.506003787167085),(-7.451609038558875,-8.417217229135684,24.314917667515736)} {(-7.440640627230938,-8.274772350868231,24.506003787167085),(-7.528651213564747,-8.453769814087995,24.47888474045119),(-7.451609038558875,-8.417217229135684,24.314917667515736)}
0.12291262409252435 0.12315409784397362 {(6.732130761947307,10.262701969087166,18.62478392348753),(6.603895469873361,10.053520759009757,18.60965171074446)} {(6.732130761947307,10.262701969087166,18.62478392348753),(6.767138693045985,10.162309954355422,18.53285345744661),(6.603895469873361,10.053520759009757,18.60965171074446)}
0.1134360412778419 0.12370401168343101 {(-7.84279814528907,-9.001096136558507,24.530965826656686),(-7.905547362227309,-9.188938833682736,24.420292438916515)} {(-7.84279814528907,-9.001096136558507,24.530965826656686),(-7.961794300908615,-9.181934188241879,24.594439973700265),(-7.905547362227309,-9.188938833682736,24.420292438916515)}
0.10852988686341362 0.1239991575833719 {(-7.451609038558875,-8.417217229135684,24.314917667515736),(-7.552757393920589,-8.609028510345013,24.305305800954166)} {(-7.528651213564747,-8.453769814087995,24.47888474045119),(-7.451609038558875,-8.417217229135684,24.314917667515736),(-7.552757393920589,-8.609028510345013,24.305305800954166)}
0.12185215547903776 0.1240282307301956 {(-7.36200587483407,-8.09972036369908,24.55421178249745),(-7.359841034408161,-8.228627575327025,24.34740260611548)} {(-7.36200587483407,-8.09972036369908,24.55421178249745),(-7.440640627230938,-8.274772350868231,24.506003787167085),(-7.359841034408161,-8.228627575327025,24.34740260611548)}
0.11152957748638007 0.1242980885123897 {(-7.552757393920589,-8.609028510345013,24.305305800954166),(-7.662632527444014,-8.80264449810821,24.31929475848691)} {(-7.625460084972526,-8.635437751931452,24.473605198895367),(-7.552757393920589,-8.609028510345013,24.305305800954166),(-7.662632527444014,-8.80264449810821,24.31929475848691)}
0.10611632219562693 0.12430193224548577 {(-7.359841034408161,-8.228627575327025,24.34740260611548),(-7.451609038558875,-8.417217229135684,24.314917667515736)} {(-7.440640627230938,-8.274772350868231,24.506003787167085),(-7.359841034408161,-8.228627575327025,24.34740260611548),(-7.451609038558875,-8.417217229135684,24.314917667515736)}
0.10434305138005169 0.12518158168702592 {(-7.278033365320996,-8.044548649943485,24.401921813679113),(-7.359841034408161,-8.228627575327025,24.34740260611548)} {(-7.36200587483407,-8.09972036369908,24.55421178249745),(-7.278033365320996,-8.044548649943485,24.401921813679113),(-7.359841034408161,-8.228627575327025,24.34740260611548)}
0.11503902662674878 0.12521249822456074 {(-7.662632527444014,-8.80264449810821,24.31929475848691),(-7.780501701683742,-8.996512378377174,24.357478699522147)} {(-7.730417734055245,-8.818384506737768,24.49079974203088),(-7.662632527444014,-8.80264449810821,24.31929475848691),(-7.780501701683742,-8.996512378377174,24.357478699522147)}
0.11674034606593305 0.12532325695592272 {(-7.961794300908615,-9.181934188241879,24.594439973700265),(-8.086514100418565,-9.359137698229908,24.681371678253296)} {(-7.961794300908615,-9.181934188241879,24.594439973700265),(-8.086514100418565,-9.359137698229908,24.681371678253296),(-8.036861789390981,-9.378089829057442,24.50798282628355)}
0.12462848904924632 0.12573443917132723 {(-7.29325684103342,-7.929780439855617,24.62266044842902),(-7.278033365320996,-8.044548649943485,24.401921813679113)} {(-7.29325684103342,-7.929780439855617,24.62266044842902),(-7.36200587483407,-8.09972036369908,24.55421178249745),(-7.278033365320996,-8.044548649943485,24.401921813679113)}
0.1262081309091509 0.12621251045584092 {(2.023253213445127,-0.1417119304320461,23.968435586776625),(2.07224788800448,0.030511318577102584,23.790523688366537)} {(1.9981918745078477,-0.055413795767846385,23.76247047944036),(2.023253213445127,-0.1417119304320461,23.968435586776625),(2.07224788800448,0.030511318577102584,23.790523688366537)}
0.12595714494022306 0.1264801344712732 {(-7.109168329777879,-7.071901467174411,25.401831810309336),(-7.030771363597593,-6.856412694445877,25.506135760223263)} {(-7.118787943019101,-6.963618351806454,25.58249264370573),(-7.109168329777879,-7.071901467174411,25.401831810309336),(-7.030771363597593,-6.856412694445877,25.506135760223263)}
0.1032385819797204 0.12659884578182218 {(-7.206697596958181,-7.86615240261465,24.477544603417456),(-7.278033365320996,-8.044548649943485,24.401921813679113)} {(-7.29325684103342,-7.929780439855617,24.62266044842902),(-7.206697596958181,-7.86615240261465,24.477544603417456),(-7.278033365320996,-8.044548649943485,24.401921813679113)}
0.12596749566811927 0.12666335966993364 {(-7.118787943019101,-6.963618351806454,25.58249264370573),(-7.05441464088995,-6.755967922994017,25.70980571156049)} {(-7.140199547714559,-6.867208805023377,25.77433511813148),(-7.118787943019101,-6.963618351806454,25.58249264370573),(-7.05441464088995,-6.755967922994017,25.70980571156049)}
0.11896420026518874 0.1267436610279672 {(-7.780501701683742,-8.996512378377174,24.357478699522147),(-7.905547362227309,-9.188938833682736,24.420292438916515)} {(-7.84279814528907,-9.001096136558507,24.530965826656686),(-7.780501701683742,-8.996512378377174,24.357478699522147),(-7.905547362227309,-9.188938833682736,24.420292438916515)}
0.12669221893573182 0.1269956790447978 {(-7.111314884880998,-7.191360605096993,25.233663716807047),(-7.019543209093278,-6.969282346937309,25.31405575703064)} {(-7.109168329777879,-7.071901467174411,25.401831810309336),(-7.111314884880998,-7.191360605096993,25.233663716807047),(-7.019543209093278,-6.969282346937309,25.31405575703064)}
0.12689136433978765 0.12705371692681477 {(2.2551676305988204,-0.22262205392734769,24.62015596592395),(2.2914028209433153,-0.05425589330801685,24.433754462938982)} {(2.2185165517205236,-0.13875422112614055,24.406751162022417),(2.2551676305988204,-0.22262205392734769,24.62015596592395),(2.2914028209433153,-0.05425589330801685,24.433754462938982)}
