0.23070144125917796 0.23103677933640884 {(-0.3478726812089024,-0.7248043804449882,14.542839193577485),(-0.1942492856179325,-0.4775406833696946,14.543418592845535),(-0.2223123901391062,-0.5010921128984219,14.16172549980468)} {(-0.3478726812089024,-0.7248043804449882,14.542839193577485),(-0.1942492856179325,-0.4775406833696946,14.543418592845535),(-0.2223123901391062,-0.5010921128984219,14.16172549980468),(-0.4808525295457975,-0.6405916151506332,14.250607873304343)}
0.23001430170918677 0.23212912758926482 {(-0.3101745353327755,-0.6882134203007815,14.93350898065875),(-0.1654860031035882,-0.4583434922439065,14.935606783933313),(-0.1942492856179325,-0.4775406833696946,14.543418592845535)} {(-0.3101745353327755,-0.6882134203007815,14.93350898065875),(-0.1654860031035882,-0.4583434922439065,14.935606783933313),(-0.1942492856179325,-0.4775406833696946,14.543418592845535),(-0.46708438384860085,-0.5824839951537086,14.632800860078303)}
0.23191817157983402 0.23218858190815836 {(-0.27205679149396217,-0.6574594681888516,15.335107234583464),(-0.1654860031035882,-0.4583434922439065,14.935606783933313),(-0.45782988658631696,-0.5271644750856109,15.025659874535133)} {(-0.27205679149396217,-0.6574594681888516,15.335107234583464),(-0.3101745353327755,-0.6882134203007815,14.93350898065875),(-0.1654860031035882,-0.4583434922439065,14.935606783933313),(-0.45782988658631696,-0.5271644750856109,15.025659874535133)}
0.23350315441500108 0.23369444099525308 {(-1.7629961433403838,-2.8032388878668892,13.941208870262813),(-1.5053078755154012,-2.595652330038398,13.837934974678568),(-1.6184319169220058,-2.792390576782151,13.515309619194634)} {(-1.6115759949109425,-2.5963159899548067,13.56892074633703),(-1.7629961433403838,-2.8032388878668892,13.941208870262813),(-1.5053078755154012,-2.595652330038398,13.837934974678568),(-1.6184319169220058,-2.792390576782151,13.515309619194634)}
0.23360959141492552 0.23385572587765094 {(-1.8729241330591173,-3.0324300164378903,13.626680293547727),(-1.6184319169220058,-2.792390576782151,13.515309619194634),(-1.7404704471020493,-3.0091835811838292,13.207724000967719)} {(-1.715569369039779,-2.811874446009004,13.256237641247541),(-1.8729241330591173,-3.0324300164378903,13.626680293547727),(-1.6184319169220058,-2.792390576782151,13.515309619194634),(-1.7404704471020493,-3.0091835811838292,13.207724000967719)}
0.23570161384872745 0.2358113938068016 {(-1.6646580096371422,-2.592167428090382,14.271138626545683),(-1.4000059746912676,-2.417463245323115,14.17501889707593),(-1.5053078755154012,-2.595652330038398,13.837934974678568)} {(-1.5184051409849442,-2.398069965922575,13.896035742536295),(-1.6646580096371422,-2.592167428090382,14.271138626545683),(-1.4000059746912676,-2.417463245323115,14.17501889707593),(-1.5053078755154012,-2.595652330038398,13.837934974678568)}
0.23604050986445083 0.23630063477567873 {(-1.99515477623695,-3.2816513695043388,13.328333636870402),(-1.7404704471020493,-3.0091835811838292,13.207724000967719),(-1.8725631200878392,-3.2477027796161653,12.915925115016544)} {(-1.8310913705630238,-3.0465966727103178,12.958649052337224),(-1.99515477623695,-3.2816513695043388,13.328333636870402),(-1.7404704471020493,-3.0091835811838292,13.207724000967719),(-1.8725631200878392,-3.2477027796161653,12.915925115016544)}
0.23363908642987563 0.23663394430720575 {(-0.13549330222733152,-0.44346380524649387,15.33855913590595),(-0.1654860031035882,-0.4583434922439065,14.935606783933313),(-0.45782988658631696,-0.5271644750856109,15.025659874535133)} {(-0.27205679149396217,-0.6574594681888516,15.335107234583464),(-0.13549330222733152,-0.44346380524649387,15.33855913590595),(-0.1654860031035882,-0.4583434922439065,14.935606783933313),(-0.45782988658631696,-0.5271644750856109,15.025659874535133)}
0.23428748019564777 0.23782380747627202 {(-1.1981122959711479,-1.6101137267859251,15.734154430537226),(-1.2437933806330226,-1.745442932804061,15.340324955839273),(-1.377130956028516,-1.8950713442255733,15.734570419155046)} {(-1.1981122959711479,-1.6101137267859251,15.734154430537226),(-1.2437933806330226,-1.745442932804061,15.340324955839273),(-1.377130956028516,-1.8950713442255733,15.734570419155046),(-1.0361298070158143,-1.8655400894036451,15.660843414654781)}
0.24025474916665526 0.24028096709367594 {(-1.5773163805476775,-2.397429990452518,14.615854916859682),(-1.301469001958244,-2.256477664056884,14.526121240203153),(-1.4000059746912676,-2.417463245323115,14.17501889707593)} {(-1.4354644715028417,-2.215412519653286,14.23706897007708),(-1.5773163805476775,-2.397429990452518,14.615854916859682),(-1.301469001958244,-2.256477664056884,14.526121240203153),(-1.4000059746912676,-2.417463245323115,14.17501889707593)}
0.24089145902710632 0.2411012917657157 {(-2.130521167336752,-3.552944981309461,13.047145484543028),(-1.8725631200878392,-3.2477027796161653,12.915925115016544),(-2.01590841101765,-3.5097900424626935,12.64085541586636)} {(-1.9589636167177598,-3.3024702702809665,12.676993681438752),(-2.130521167336752,-3.552944981309461,13.047145484543028),(-1.8725631200878392,-3.2477027796161653,12.915925115016544),(-2.01590841101765,-3.5097900424626935,12.64085541586636)}
0.24383198055590216 0.24395061717835423 {(-4.014395161580706,-6.288479002592646,15.613505861687175),(-4.055731477490951,-6.6425281140677015,15.32089640236904),(-4.037214161427135,-6.5428016867384144,15.770766383900025)} {(-4.014395161580706,-6.288479002592646,15.613505861687175),(-4.055731477490951,-6.6425281140677015,15.32089640236904),(-4.214153260704882,-6.675729199291916,15.454024693626003),(-4.037214161427135,-6.5428016867384144,15.770766383900025)}
